time_ms,status,altitude_m,speed_ms,accel_ms2
521044,5,800,0,0
521064,5,800,0,0
521084,5,800,0,0
521104,5,800,0,0
521124,5,799,0,0
521144,5,799,0,0
521164,5,799,0,0
521184,5,799,0,0
521204,5,799,0,0
521224,5,799,0,0
521244,5,799,0,0
521264,5,799,0,0
521284,5,799,0,0
521304,5,799,0,0
521324,5,798,0,0
521344,5,798,0,0
521364,5,798,0,0
521384,5,798,0,0
521404,5,798,0,0
521424,5,798,0,0
521444,5,798,0,0
521464,5,798,0,0
521484,5,798,0,0
521504,5,797,0,0
521524,5,797,0,0
521544,5,797,0,0
521564,5,797,0,0
521584,5,797,0,0
521604,5,797,0,0
521624,5,797,0,0
521644,5,797,0,0
521664,5,797,0,0
521684,5,797,0,0
521704,5,797,0,0
521724,5,796,0,0
521744,5,796,0,0
521764,5,796,0,0
521784,5,796,0,0
521804,5,796,0,0
521824,5,796,0,0
521844,5,796,0,0
521864,5,796,0,0
521884,5,796,0,0
521904,5,795,0,0
521924,5,795,0,0
521944,5,795,0,0
521964,5,795,0,0
521984,5,795,0,0
522004,5,795,0,0
522024,5,795,0,0
522044,5,795,0,0
522064,5,795,0,0
522084,5,794,0,0
522104,5,794,0,0
522124,5,794,0,0
522144,5,794,0,0
522164,5,794,0,0
522184,5,794,0,0
522204,5,794,0,0
522224,5,794,0,0
522244,5,794,0,0
522264,5,793,0,0
522284,5,793,0,0
522304,5,793,0,0
522324,5,793,0,0
522344,5,793,0,0
522364,5,793,0,0
522384,5,793,0,0
522404,5,792,0,0
522424,5,792,0,0
522444,5,792,0,0
522464,5,792,0,0
522484,5,792,0,0
522504,5,792,0,0
522524,5,792,0,0
522544,5,792,0,0
522564,5,791,0,0
522584,5,791,0,0
522604,5,791,0,0
522624,5,791,0,0
522644,5,791,0,0
522664,5,791,0,0
522684,5,791,0,0
522704,5,791,0,0
522724,5,791,0,0
522744,5,791,0,0
522764,5,791,0,0
522784,5,790,0,0
522804,5,790,0,0
522824,5,790,0,0
522844,5,790,0,0
522864,5,790,0,0
522884,5,790,0,0
522904,5,790,0,0
522924,5,790,0,0
522944,5,790,0,0
522964,5,789,0,0
522984,5,789,0,0
523004,5,789,0,0
523024,5,789,0,0
523044,5,789,0,0
523064,5,789,0,0
523084,5,789,0,0
523104,5,788,0,0
523124,5,788,0,0
523144,5,788,0,0
523164,5,788,0,0
523184,5,788,0,0
523204,5,788,0,0
523224,5,788,0,0
523244,5,787,0,0
523264,5,787,0,0
523284,5,787,0,0
523304,5,787,0,0
523324,5,787,0,0
523344,5,787,0,0
523364,5,787,0,0
523384,5,787,0,0
523404,5,787,0,0
523424,5,787,0,0
523444,5,787,0,0
523464,5,787,0,0
523484,5,786,0,0
523504,5,786,0,0
523524,5,786,0,0
523544,5,786,0,0
523564,5,786,0,0
523584,5,786,0,0
523604,5,786,0,0
523624,5,786,0,0
523644,5,786,0,0
523664,5,785,0,0
523684,5,785,0,0
523704,5,785,0,0
523724,5,785,0,0
523744,5,785,0,0
523764,5,785,0,0
523784,5,785,0,0
523804,5,785,0,0
523824,5,785,0,0
523844,5,784,0,0
523864,5,784,0,0
523884,5,784,0,0
523904,5,784,0,0
523924,5,784,0,0
523944,5,784,0,0
523964,5,784,0,0
523984,5,783,0,0
524004,5,783,0,0
524024,5,783,0,0
524044,5,783,0,0
524064,5,783,0,0
524084,5,783,0,0
524104,5,783,0,0
524124,5,783,0,0
524144,5,782,0,0
524164,5,782,0,0
524184,5,782,0,0
524204,5,782,0,0
524224,5,782,0,0
524244,5,782,0,0
524264,5,782,0,0
524284,5,782,0,0
524304,5,782,0,0
524324,5,782,0,0
524344,5,782,0,0
524364,5,781,0,0
524384,5,781,0,0
524404,5,781,0,0
524424,5,781,0,0
524444,5,781,0,0
524464,5,781,0,0
524484,5,781,0,0
524504,5,781,0,0
524524,5,781,0,0
524544,5,781,0,0
524564,5,780,0,0
524584,5,780,0,0
524604,5,780,0,0
524624,5,780,0,0
524644,5,780,0,0
524664,5,780,0,0
524684,5,779,0,0
524704,5,779,0,0
524724,5,779,0,0
524744,5,779,0,0
524764,5,779,0,0
524784,5,779,0,0
524804,5,779,0,0
524824,5,779,0,0
524844,5,779,0,0
524864,5,778,0,0
524884,5,778,0,0
524904,5,778,0,0
524924,5,778,0,0
524944,5,778,0,0
524964,5,778,0,0
524984,5,778,0,0
525004,5,778,0,0
525024,5,778,0,0
525044,5,778,0,0
525064,5,778,0,0
525084,5,778,0,0
525104,5,778,0,0
525124,5,778,0,0
525144,5,778,0,0
525164,5,778,0,0
525184,5,778,0,0
525204,5,778,0,0
525224,5,778,0,0
525244,5,778,0,0
525264,5,778,0,0
525284,5,777,0,0
525304,5,777,0,0
525324,5,777,0,0
525344,5,777,0,0
525364,5,777,0,0
525384,5,777,0,0
525404,5,777,0,0
525424,5,777,0,0
525444,5,777,0,0
525464,5,777,0,0
525484,5,776,0,0
525504,5,776,0,0
525524,5,776,0,0
525544,5,776,0,0
525564,5,776,0,0
525584,5,776,0,0
525604,5,776,0,0
525624,5,776,0,0
525644,5,776,0,0
525664,5,775,0,0
525684,5,775,0,0
525704,5,775,0,0
525724,5,775,0,0
525744,5,775,0,0
525764,5,775,0,0
525784,5,775,0,0
525804,5,775,0,0
525824,5,775,0,0
525844,5,775,0,0
525864,5,774,0,0
525884,5,774,0,0
525904,5,774,0,0
525924,5,774,0,0
525944,5,774,0,0
525964,5,774,0,0
525984,5,774,0,0
526004,5,774,0,0
526024,5,773,0,0
526044,5,773,0,0
526064,5,773,0,0
526084,5,773,0,0
526104,5,773,0,0
526124,5,773,0,0
526144,5,773,0,0
526164,5,773,0,0
526184,5,773,0,0
526204,5,773,0,0
526224,5,772,0,0
526244,5,772,0,0
526264,5,772,0,0
526284,5,772,0,0
526304,5,772,0,0
526324,5,772,0,0
526344,5,772,0,0
526364,5,772,0,0
526384,5,771,0,0
526404,5,771,0,0
526424,5,771,0,0
526444,5,771,0,0
526464,5,771,0,0
526484,5,771,0,0
526504,5,771,0,0
526524,5,771,0,0
526544,5,771,0,0
526564,5,770,0,0
526584,5,770,0,0
526604,5,770,0,0
526624,5,770,0,0
526644,5,770,0,0
526664,5,770,0,0
526684,5,770,0,0
526704,5,770,0,0
526724,5,770,0,0
526744,5,770,0,0
526764,5,770,0,0
526784,5,770,0,0
526804,5,769,0,0
526824,5,769,0,0
526844,5,769,0,0
526864,5,769,0,0
526884,5,769,0,0
526904,5,769,0,0
526924,5,769,0,0
526944,5,769,0,0
526964,5,769,0,0
526984,5,768,0,0
527004,5,768,0,0
527024,5,768,0,0
527044,5,768,0,0
527064,5,768,0,0
527084,5,768,0,0
527104,5,768,0,0
527124,5,768,0,0
527144,5,768,0,0
527164,5,768,0,0
527184,5,767,0,0
527204,5,767,0,0
527224,5,767,0,0
527244,5,767,0,0
527264,5,767,0,0
527284,5,767,0,0
527304,5,767,0,0
527324,5,767,0,0
527344,5,767,0,0
527364,5,766,0,0
527384,5,766,0,0
527404,5,766,0,0
527424,5,766,0,0
527444,5,766,0,0
527464,5,766,0,0
527484,5,766,0,0
527504,5,766,0,0
527524,5,766,0,0
527544,5,766,0,0
527564,5,766,0,0
527584,5,766,0,0
527604,5,765,0,0
527624,5,765,0,0
527644,5,765,0,0
527664,5,765,0,0
527684,5,765,0,0
527704,5,765,0,0
527724,5,765,0,0
527744,5,764,0,0
527764,5,764,0,0
527784,5,764,0,0
527804,5,764,0,0
527824,5,764,0,0
527844,5,764,0,0
527864,5,763,0,0
527884,5,763,0,0
527904,5,763,0,0
527924,5,763,0,0
527944,5,763,0,0
527964,5,763,0,0
527984,5,762,0,0
528004,5,762,0,0
528024,5,762,0,0
528044,5,762,0,0
528064,5,762,0,0
528084,5,762,0,0
528104,5,762,0,0
528124,5,762,0,0
528144,5,762,0,0
528164,5,762,0,0
528184,5,761,0,0
528204,5,761,0,0
528224,5,761,0,0
528244,5,761,0,0
528264,5,761,0,0
528284,5,761,0,0
528304,5,761,0,0
528324,5,761,0,0
528344,5,761,0,0
528364,5,761,0,0
528384,5,761,0,0
528404,5,761,0,0
528424,5,760,0,0
528444,5,760,0,0
528464,5,760,0,0
528484,5,760,0,0
528504,5,760,0,0
528524,5,760,0,0
528544,5,760,0,0
528564,5,760,0,0
528584,5,760,0,0
528604,5,760,0,0
528624,5,760,0,0
528644,5,760,0,0
528664,5,760,0,0
528684,5,759,0,0
528704,5,759,0,0
528724,5,759,0,0
528744,5,759,0,0
528764,5,759,0,0
528784,5,759,0,0
528804,5,759,0,0
528824,5,759,0,0
528844,5,758,0,0
528864,5,758,0,0
528884,5,758,0,0
528904,5,758,0,0
528924,5,758,0,0
528944,5,758,0,0
528964,5,758,0,0
528984,5,758,0,0
529004,5,758,0,0
529024,5,758,0,0
529044,5,758,0,0
529064,5,757,0,0
529084,5,757,0,0
529104,5,757,0,0
529124,5,757,0,0
529144,5,757,0,0
529164,5,757,0,0
529184,5,757,0,0
529204,5,757,0,0
529224,5,756,0,0
529244,5,756,0,0
529264,5,756,0,0
529284,5,756,0,0
529304,5,756,0,0
529324,5,756,0,0
529344,5,756,0,0
529364,5,756,0,0
529384,5,756,0,0
529404,5,756,0,0
529424,5,756,0,0
529444,5,756,0,0
529464,5,756,0,0
529484,5,755,0,0
529504,5,755,0,0
529524,5,755,0,0
529544,5,755,0,0
529564,5,755,0,0
529584,5,755,0,0
529604,5,755,0,0
529624,5,755,0,0
529644,5,755,0,0
529664,5,755,0,0
529684,5,755,0,0
529704,5,755,0,0
529724,5,755,0,0
529744,5,754,0,0
529764,5,754,0,0
529784,5,754,0,0
529804,5,754,0,0
529824,5,754,0,0
529844,5,754,0,0
529864,5,754,0,0
529884,5,753,0,0
529904,5,753,0,0
529924,5,753,0,0
529944,5,753,0,0
529964,5,753,0,0
529984,5,752,0,0
530004,5,752,0,0
530024,5,752,0,0
530044,5,752,0,0
530064,5,752,0,0
530084,5,752,0,0
530104,5,752,0,0
530124,5,752,0,0
530144,5,752,0,0
530164,5,751,0,0
530184,5,751,0,0
530204,5,751,0,0
530224,5,751,0,0
530244,5,751,0,0
530264,5,751,0,0
530284,5,751,0,0
530304,5,751,0,0
530324,5,751,0,0
530344,5,751,0,0
530364,5,751,0,0
530384,5,751,0,0
530404,5,750,0,0
530424,5,750,0,0
530444,5,750,0,0
530464,5,750,0,0
530484,5,750,0,0
530504,5,750,0,0
530524,5,750,0,0
530544,5,750,0,0
530564,5,750,0,0
530584,5,750,0,0
530604,5,750,0,0
530624,5,750,0,0
530644,5,750,0,0
530664,5,749,0,0
530684,5,749,0,0
530704,5,749,0,0
530724,5,749,0,0
530744,5,749,0,0
530764,5,749,0,0
530784,5,749,0,0
530804,5,749,0,0
530824,5,749,0,0
530844,5,749,0,0
530864,5,749,0,0
530884,5,749,0,0
530904,5,749,0,0
530924,5,749,0,0
530944,5,749,0,0
530964,5,749,0,0
530984,5,748,0,0
531004,5,748,0,0
531024,5,748,0,0
531044,5,748,0,0
531064,5,748,0,0
531084,5,748,0,0
531104,5,748,0,0
531124,5,748,0,0
531144,5,747,0,0
531164,5,747,0,0
531184,5,747,0,0
531204,5,747,0,0
531224,5,747,0,0
531244,5,747,0,0
531264,5,746,0,0
531284,5,746,0,0
531304,5,746,0,0
531324,5,746,0,0
531344,5,746,0,0
531364,5,745,0,0
531384,5,745,0,0
531404,5,745,0,0
531424,5,745,0,0
531444,5,745,0,0
531464,5,745,0,0
531484,5,745,0,0
531504,5,745,0,0
531524,5,744,0,0
531544,5,744,0,0
531564,5,744,0,0
531584,5,744,0,0
531604,5,744,0,0
531624,5,744,0,0
531644,5,744,0,0
531664,5,744,0,0
531684,5,744,0,0
531704,5,744,0,0
531724,5,744,0,0
531744,5,743,0,0
531764,5,743,0,0
531784,5,743,0,0
531804,5,743,0,0
531824,5,743,0,0
531844,5,743,0,0
531864,5,743,0,0
531884,5,743,0,0
531904,5,742,0,0
531924,5,742,0,0
531944,5,742,0,0
531964,5,742,0,0
531984,5,742,0,0
532004,5,742,0,0
532024,5,742,0,0
532044,5,742,0,0
532064,5,742,0,0
532084,5,742,0,0
532104,5,741,0,0
532124,5,741,0,0
532144,5,741,0,0
532164,5,741,0,0
532184,5,741,0,0
532204,5,741,0,0
532224,5,741,0,0
532244,5,741,0,0
532264,5,741,0,0
532284,5,741,0,0
532304,5,740,0,0
532324,5,740,0,0
532344,5,740,0,0
532364,5,740,0,0
532384,5,740,0,0
532404,5,740,0,0
532424,5,740,0,0
532444,5,740,0,0
532464,5,740,0,0
532484,5,740,0,0
532504,5,740,0,0
532524,5,740,0,0
532544,5,739,0,0
532564,5,739,0,0
532584,5,739,0,0
532604,5,739,0,0
532624,5,739,0,0
532644,5,739,0,0
532664,5,739,0,0
532684,5,739,0,0
532704,5,739,0,0
532724,5,738,0,0
532744,5,738,0,0
532764,5,738,0,0
532784,5,738,0,0
532804,5,738,0,0
532824,5,738,0,0
532844,5,737,0,0
532864,5,737,0,0
532884,5,737,0,0
532904,5,737,0,0
532924,5,737,0,0
532944,5,737,0,0
532964,5,737,0,0
532984,5,737,0,0
533004,5,737,0,0
533024,5,737,0,0
533044,5,736,0,0
533064,5,736,0,0
533084,5,736,0,0
533104,5,736,0,0
533124,5,736,0,0
533144,5,736,0,0
533164,5,736,0,0
533184,5,736,0,0
533204,5,736,0,0
533224,5,736,0,0
533244,5,736,0,0
533264,5,735,0,0
533284,5,735,0,0
533304,5,735,0,0
533324,5,735,0,0
533344,5,735,0,0
533364,5,735,0,0
533384,5,735,0,0
533404,5,735,0,0
533424,5,734,0,0
533444,5,734,0,0
533464,5,734,0,0
533484,5,734,0,0
533504,5,734,0,0
533524,5,734,0,0
533544,5,734,0,0
533564,5,734,0,0
533584,5,734,0,0
533604,5,734,0,0
533624,5,734,0,0
533644,5,734,0,0
533664,5,734,0,0
533684,5,734,0,0
533704,5,734,0,0
533724,5,733,0,0
533744,5,733,0,0
533764,5,733,0,0
533784,5,733,0,0
533804,5,733,0,0
533824,5,732,0,0
533844,5,732,0,0
533864,5,732,0,0
533884,5,732,0,0
533904,5,732,0,0
533924,5,732,0,0
533944,5,732,0,0
533964,5,732,0,0
533984,5,731,0,0
534004,5,731,0,0
534024,5,731,0,0
534044,5,731,0,0
534064,5,731,0,0
534084,5,731,0,0
534104,5,731,0,0
534124,5,731,0,0
534144,5,730,0,0
534164,5,730,0,0
534184,5,730,0,0
534204,5,730,0,0
534224,5,730,0,0
534244,5,730,0,0
534264,5,730,0,0
534284,5,730,0,0
534304,5,730,0,0
534324,5,730,0,0
534344,5,729,0,0
534364,5,729,0,0
534384,5,729,0,0
534404,5,729,0,0
534424,5,729,0,0
534444,5,729,0,0
534464,5,729,0,0
534484,5,729,0,0
534504,5,728,0,0
534524,5,728,0,0
534544,5,728,0,0
534564,5,728,0,0
534584,5,728,0,0
534604,5,728,0,0
534624,5,728,0,0
534644,5,728,0,0
534664,5,728,0,0
534684,5,727,0,0
534704,5,727,0,0
534724,5,727,0,0
534744,5,727,0,0
534764,5,727,0,0
534784,5,727,0,0
534804,5,727,0,0
534824,5,727,0,0
534844,5,727,0,0
534864,5,727,0,0
534884,5,727,0,0
534904,5,727,0,0
534924,5,727,0,0
534944,5,726,0,0
534964,5,726,0,0
534984,5,726,0,0
535004,5,726,0,0
535024,5,726,0,0
535044,5,726,0,0
535064,5,726,0,0
535084,5,726,0,0
535104,5,726,0,0
535124,5,726,0,0
535144,5,726,0,0
535164,5,726,0,0
535184,5,726,0,0
535204,5,725,0,0
535224,5,725,0,0
535244,5,725,0,0
535264,5,725,0,0
535284,5,725,0,0
535304,5,725,0,0
535324,5,724,0,0
535344,5,724,0,0
535364,5,724,0,0
535384,5,724,0,0
535404,5,724,0,0
535424,5,723,0,0
535444,5,723,0,0
535464,5,723,0,0
535484,5,723,0,0
535504,5,723,0,0
535524,5,723,0,0
535544,5,723,0,0
535564,5,722,0,0
535584,5,722,0,0
535604,5,722,0,0
535624,5,722,0,0
535644,5,722,0,0
535664,5,722,0,0
535684,5,722,0,0
535704,5,722,0,0
535724,5,722,0,0
535744,5,722,0,0
535764,5,721,0,0
535784,5,721,0,0
535804,5,721,0,0
535824,5,721,0,0
535844,5,721,0,0
535864,5,721,0,0
535884,5,721,0,0
535904,5,721,0,0
535924,5,721,0,0
535944,5,721,0,0
535964,5,721,0,0
535984,5,721,0,0
536004,5,721,0,0
536024,5,721,0,0
536044,5,721,0,0
536064,5,720,0,0
536084,5,720,0,0
536104,5,720,0,0
536124,5,720,0,0
536144,5,720,0,0
536164,5,720,0,0
536184,5,720,0,0
536204,5,720,0,0
536224,5,720,0,0
536244,5,720,0,0
536264,5,720,0,0
536284,5,720,0,0
536304,5,720,0,0
536324,5,720,0,0
536344,5,720,0,0
536364,5,720,0,0
536384,5,719,0,0
536404,5,719,0,0
536424,5,719,0,0
536444,5,719,0,0
536464,5,719,0,0
536484,5,719,0,0
536504,5,719,0,0
536524,5,719,0,0
536544,5,719,0,0
536564,5,718,0,0
536584,5,718,0,0
536604,5,718,0,0
536624,5,718,0,0
536644,5,718,0,0
536664,5,718,0,0
536684,5,718,0,0
536704,5,718,0,0
536724,5,718,0,0
536744,5,717,0,0
536764,5,717,0,0
536784,5,717,0,0
536804,5,717,0,0
536824,5,717,0,0
536844,5,717,0,0
536864,5,717,0,0
536884,5,717,0,0
536904,5,716,0,0
536924,5,716,0,0
536944,5,716,0,0
536964,5,716,0,0
536984,5,716,0,0
537004,5,716,0,0
537024,5,716,0,0
537044,5,715,0,0
537064,5,715,0,0
537084,5,715,0,0
537104,5,715,0,0
537124,5,715,0,0
537144,5,715,0,0
537164,5,715,0,0
537184,5,715,0,0
537204,5,715,0,0
537224,5,715,0,0
537244,5,714,0,0
537264,5,714,0,0
537284,5,714,0,0
537304,5,714,0,0
537324,5,714,0,0
537344,5,714,0,0
537364,5,714,0,0
537384,5,714,0,0
537404,5,714,0,0
537424,5,714,0,0
537444,5,714,0,0
537464,5,714,0,0
537484,5,714,0,0
537504,5,714,0,0
537524,5,713,0,0
537544,5,713,0,0
537564,5,713,0,0
537584,5,713,0,0
537604,5,713,0,0
537624,5,713,0,0
537644,5,712,0,0
537664,5,712,0,0
537684,5,712,0,0
537704,5,712,0,0
537724,5,712,0,0
537744,5,712,0,0
537764,5,712,0,0
537784,5,712,0,0
537804,5,712,0,0
537824,5,712,0,0
537844,5,712,0,0
537864,5,712,0,0
537884,5,712,0,0
537904,5,712,0,0
537924,5,712,0,0
537944,5,712,0,0
537964,5,712,0,0
537984,5,712,0,0
538004,5,712,0,0
538024,5,712,0,0
538044,5,712,0,0
538064,5,712,0,0
538084,5,712,0,0
538104,5,712,0,0
538124,5,711,0,0
538144,5,711,0,0
538164,5,711,0,0
538184,5,711,0,0
538204,5,711,0,0
538224,5,710,0,0
538244,5,710,0,0
538264,5,710,0,0
538284,5,710,0,0
538304,5,709,0,0
538324,5,709,0,0
538344,5,709,0,0
538364,5,709,0,0
538384,5,709,0,0
538404,5,708,0,0
538424,5,708,0,0
538444,5,708,0,0
538464,5,708,0,0
538484,5,708,0,0
538504,5,708,0,0
538524,5,708,0,0
538544,5,708,0,0
538564,5,708,0,0
538584,5,708,0,0
538604,5,707,0,0
538624,5,707,0,0
538644,5,707,0,0
538664,5,707,0,0
538684,5,707,0,0
538704,5,707,0,0
538724,5,707,0,0
538744,5,707,0,0
538764,5,707,0,0
538784,5,707,0,0
538804,5,706,0,0
538824,5,706,0,0
538844,5,706,0,0
538864,5,706,0,0
538884,5,706,0,0
538904,5,706,0,0
538924,5,706,0,0
538944,5,706,0,0
538964,5,706,0,0
538984,5,706,0,0
539004,5,706,0,0
539024,5,706,0,0
539044,5,705,0,0
539064,5,705,0,0
539084,5,705,0,0
539104,5,705,0,0
539124,5,705,0,0
539144,5,705,0,0
539164,5,705,0,0
539184,5,705,0,0
539204,5,705,0,0
539224,5,704,0,0
539244,5,704,0,0
539264,5,704,0,0
539284,5,704,0,0
539304,5,704,0,0
539324,5,704,0,0
539344,5,704,0,0
539364,5,704,0,0
539384,5,703,0,0
539404,5,703,0,0
539424,5,703,0,0
539444,5,703,0,0
539464,5,703,0,0
539484,5,703,0,0
539504,5,703,0,0
539524,5,703,0,0
539544,5,703,0,0
539564,5,703,0,0
539584,5,702,0,0
539604,5,702,0,0
539624,5,702,0,0
539644,5,702,0,0
539664,5,702,0,0
539684,5,702,0,0
539704,5,702,0,0
539724,5,701,0,0
539744,5,701,0,0
539764,5,701,0,0
539784,5,701,0,0
539804,5,701,0,0
539824,5,701,0,0
539844,5,701,0,0
539864,5,701,0,0
539884,5,701,0,0
539904,5,700,0,0
539924,5,700,0,0
539944,5,700,0,0
539964,5,700,0,0
539984,5,700,0,0
540004,5,700,0,0
540024,5,700,0,0
540044,5,700,0,0
540064,5,700,0,0
540084,5,700,0,0
540104,5,700,0,0
540124,5,700,0,0
540144,5,699,0,0
540164,5,699,0,0
540184,5,699,0,0
540204,5,699,0,0
540224,5,699,0,0
540244,5,699,0,0
540264,5,699,0,0
540284,5,699,0,0
540304,5,699,0,0
540324,5,699,0,0
540344,5,699,0,0
540364,5,698,0,0
540384,5,698,0,0
540404,5,698,0,0
540424,5,698,0,0
540444,5,698,0,0
540464,5,698,0,0
540484,5,698,0,0
540504,5,698,0,0
540524,5,697,0,0
540544,5,697,0,0
540564,5,697,0,0
540584,5,697,0,0
540604,5,697,0,0
540624,5,697,0,0
540644,5,697,0,0
540664,5,697,0,0
540684,5,696,0,0
540704,5,696,0,0
540724,5,696,0,0
540744,5,696,0,0
540764,5,696,0,0
540784,5,696,0,0
540804,5,696,0,0
540824,5,696,0,0
540844,5,696,0,0
540864,5,696,0,0
540884,5,696,0,0
540904,5,696,0,0
540924,5,696,0,0
540944,5,696,0,0
540964,5,696,0,0
540984,5,696,0,0
541004,5,696,0,0
541024,5,696,0,0
541044,5,695,0,0
541064,5,695,0,0
541084,5,695,0,0
541104,5,695,0,0
541124,5,695,0,0
541144,5,695,0,0
541164,5,695,0,0
541184,5,695,0,0
541204,5,694,0,0
541224,5,694,0,0
541244,5,694,0,0
541264,5,694,0,0
541284,5,694,0,0
541304,5,694,0,0
541324,5,694,0,0
541344,5,694,0,0
541364,5,694,0,0
541384,5,693,0,0
541404,5,693,0,0
541424,5,693,0,0
541444,5,693,0,0
541464,5,693,0,0
541484,5,693,0,0
541504,5,693,0,0
541524,5,693,0,0
541544,5,693,0,0
541564,5,692,0,0
541584,5,692,0,0
541604,5,692,0,0
541624,5,692,0,0
541644,5,692,0,0
541664,5,692,0,0
541684,5,692,0,0
541704,5,692,0,0
541724,5,692,0,0
541744,5,692,0,0
541764,5,691,0,0
541784,5,691,0,0
541804,5,691,0,0
541824,5,691,0,0
541844,5,691,0,0
541864,5,691,0,0
541884,5,691,0,0
541904,5,691,0,0
541924,5,690,0,0
541944,5,690,0,0
541964,5,690,0,0
541984,5,690,0,0
542004,5,690,0,0
542024,5,690,0,0
542044,5,690,0,0
542064,5,689,0,0
542084,5,689,0,0
542104,5,689,0,0
542124,5,689,0,0
542144,5,689,0,0
542164,5,689,0,0
542184,5,688,0,0
542204,5,688,0,0
542224,5,688,0,0
542244,5,688,0,0
542264,5,688,0,0
542284,5,688,0,0
542304,5,688,0,0
542324,5,688,0,0
542344,5,687,0,0
542364,5,687,0,0
542384,5,687,0,0
542404,5,687,0,0
542424,5,687,0,0
542444,5,687,0,0
542464,5,687,0,0
542484,5,687,0,0
542504,5,686,0,0
542524,5,686,0,0
542544,5,686,0,0
542564,5,686,0,0
542584,5,686,0,0
542604,5,686,0,0
542624,5,686,0,0
542644,5,686,0,0
542664,5,686,0,0
542684,5,686,0,0
542704,5,686,0,0
542724,5,686,0,0
542744,5,686,0,0
542764,5,685,0,0
542784,5,685,0,0
542804,5,685,0,0
542824,5,685,0,0
542844,5,685,0,0
542864,5,685,0,0
542884,5,685,0,0
542904,5,685,0,0
542924,5,685,0,0
542944,5,685,0,0
542964,5,685,0,0
542984,5,685,0,0
543004,5,685,0,0
543024,5,685,0,0
543044,5,685,0,0
543064,5,685,0,0
543084,5,685,0,0
543104,5,685,0,0
543124,5,684,0,0
543144,5,684,0,0
543164,5,684,0,0
543184,5,685,0,0
543204,5,685,0,0
543224,5,684,0,0
543244,5,684,0,0
543264,5,684,0,0
543284,5,684,0,0
543304,5,684,0,0
543324,5,684,0,0
543344,5,684,0,0
543364,5,684,0,0
543384,5,683,0,0
543404,5,683,0,0
543424,5,683,0,0
543444,5,683,0,0
543464,5,683,0,0
543484,5,683,0,0
543504,5,682,0,0
543524,5,682,0,0
543544,5,682,0,0
543564,5,682,0,0
543584,5,682,0,0
543604,5,682,0,0
543624,5,682,0,0
543644,5,682,0,0
543664,5,682,0,0
543684,5,681,0,0
543704,5,681,0,0
543724,5,681,0,0
543744,5,681,0,0
543764,5,681,0,0
543784,5,681,0,0
543804,5,681,0,0
543824,5,681,0,0
543844,5,681,0,0
543864,5,681,0,0
543884,5,681,0,0
543904,5,681,0,0
543924,5,680,0,0
543944,5,680,0,0
543964,5,680,0,0
543984,5,680,0,0
544004,5,680,0,0
544024,5,680,0,0
544044,5,680,0,0
544064,5,680,0,0
544084,5,680,0,0
544104,5,680,0,0
544124,5,680,0,0
544144,5,679,0,0
544164,5,679,0,0
544184,5,679,0,0
544204,5,679,0,0
544224,5,679,0,0
544244,5,679,0,0
544264,5,679,0,0
544284,5,679,0,0
544304,5,679,0,0
544324,5,679,0,0
544344,5,679,0,0
544364,5,679,0,0
544384,5,678,0,0
544404,5,678,0,0
544424,5,678,0,0
544444,5,678,0,0
544464,5,678,0,0
544484,5,678,0,0
544504,5,678,0,0
544524,5,678,0,0
544544,5,678,0,0
544564,5,678,0,0
544584,5,678,0,0
544604,5,678,0,0
544624,5,677,0,0
544644,5,677,0,0
544664,5,677,0,0
544684,5,677,0,0
544704,5,677,0,0
544724,5,676,0,0
544744,5,676,0,0
544764,5,676,0,0
544784,5,676,0,0
544804,5,675,0,0
544824,5,675,0,0
544844,5,675,0,0
544864,5,675,0,0
544884,5,675,0,0
544904,5,674,0,0
544924,5,674,0,0
544944,5,674,0,0
544964,5,674,0,0
544984,5,674,0,0
545004,5,674,0,0
545024,5,674,0,0
545044,5,673,0,0
545064,5,673,0,0
545084,5,673,0,0
545104,5,673,0,0
545124,5,673,0,0
545144,5,673,0,0
545164,5,673,0,0
545184,5,673,0,0
545204,5,673,0,0
545224,5,673,0,0
545244,5,673,0,0
545264,5,672,0,0
545284,5,672,0,0
545304,5,672,0,0
545324,5,672,0,0
545344,5,672,0,0
545364,5,672,0,0
545384,5,672,0,0
545404,5,672,0,0
545424,5,672,0,0
545444,5,672,0,0
545464,5,671,0,0
545484,5,671,0,0
545504,5,671,0,0
545524,5,671,0,0
545544,5,671,0,0
545564,5,671,0,0
545584,5,671,0,0
545604,5,671,0,0
545624,5,671,0,0
545644,5,670,0,0
545664,5,670,0,0
545684,5,670,0,0
545704,5,670,0,0
545724,5,670,0,0
545744,5,670,0,0
545764,5,670,0,0
545784,5,670,0,0
545804,5,670,0,0
545824,5,670,0,0
545844,5,670,0,0
545864,5,670,0,0
545884,5,670,0,0
545904,5,670,0,0
545924,5,670,0,0
545944,5,669,0,0
545964,5,669,0,0
545984,5,669,0,0
546004,5,669,0,0
546024,5,669,0,0
546044,5,669,0,0
546064,5,669,0,0
546084,5,669,0,0
546104,5,669,0,0
546124,5,668,0,0
546144,5,668,0,0
546164,5,668,0,0
546184,5,668,0,0
546204,5,668,0,0
546224,5,668,0,0
546244,5,668,0,0
546264,5,668,0,0
546284,5,668,0,0
546304,5,668,0,0
546324,5,668,0,0
546344,5,667,0,0
546364,5,667,0,0
546384,5,667,0,0
546404,5,667,0,0
546424,5,667,0,0
